year,classification_scenario,country_democracy_n,country_denominator_n,country_democracy_share,observed_democracy_population,observed_population_denominator,observed_democracy_share,gap_observed_pp,gap_lower_pp,gap_upper_pp,gap_observed_sign,gap_lower_sign,gap_upper_sign,common_matched_democracy_n,common_matched_unit_n,common_matched_unit_share,common_matched_gap_pp,world_population_reference,reference_missing_mass,population_coverage_rate,input_panel_sha256,method_contract_sha256
1998,Q2_boundary_autocracy,69,176,0.39204545454545454545454545454545454545454545454545,2579358975.0,5938127861.0,0.43437242096798292568796541109036250844717201686405,4.2326966422528380233419956544907962992626562318600,3.8297359820649351157803994410927060037203103278410,4.7574207077432365435816313531460879755545054180980,positive,positive,positive,68,168,0.40476190476190476190476190476190476190476190476190,2.9610516206078163783203506328457746542410112102150,5993730786,55602925.0,0.99072315274321698572198768087946618028165804909744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1998,Q3_boundary_democracy,93,176,0.52840909090909090909090909090909090909090909090909,3233696020.0,5938127861.0,0.54456490255759415349510608996972556094982340765060,1.6155811648503244404196999060634651858914316741510,1.1103966226071517605377297820281027701982427525550,2.0380813482854531883389616940814847420324378428120,positive,positive,positive,91,168,0.54166666666666666666666666666666666666666666666667,0.28982358909274868284394233030588942831567409839300,5993730786,55602925.0,0.99072315274321698572198768087946618028165804909744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1999,Q0_three_state,70,177,0.39548022598870056497175141242937853107344632768362,2678278257.0,6022305153.0,0.44472642766463282203594441472168954371814443325669,4.9246201675932257064193002292311012644698105573070,4.5165955354229062202906601889167742447792599604240,5.4340688556232742640390065862444882599737369415410,positive,positive,positive,69,168,0.41071428571428571428571428571428571428571428571429,3.4012141950347107750230129007403829432430147542400,6078069822,55764669.0,0.99082526679799631956251653602672285984805523018883,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1999,Q1_midpoint_binary,85,177,0.48022598870056497175141242937853107344632768361582,3206058994.0,6022305153.0,0.53236408859204149331819818529876478346563120429112,5.2138099891476521566785755920233710019303520675300,4.7253801412316689712331117593838669100535740685260,5.6428534614320370149814581567115809252480510496430,positive,positive,positive,84,168,0.5,3.2364088592041493318198185298764783465631204291120,6078069822,55764669.0,0.99082526679799631956251653602672285984805523018883,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1999,Q2_boundary_autocracy,70,177,0.39548022598870056497175141242937853107344632768362,2678278257.0,6022305153.0,0.44472642766463282203594441472168954371814443325669,4.9246201675932257064193002292311012644698105573070,4.5165955354229062202906601889167742447792599604240,5.4340688556232742640390065862444882599737369415410,positive,positive,positive,69,168,0.41071428571428571428571428571428571428571428571429,3.4012141950347107750230129007403829432430147542400,6078069822,55764669.0,0.99082526679799631956251653602672285984805523018883,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
1999,Q3_boundary_democracy,93,177,0.52542372881355932203389830508474576271186440677966,3439063646.0,6022305153.0,0.57105436516893151860516490835481913016904210001595,4.5630636355372196571266603270073367457177693236290,4.0391364911107666498764852597551754007909793932050,4.9566098113111346936248316570828894159854563743220,positive,positive,positive,91,168,0.54166666666666666666666666666666666666666666666667,2.9387698502264851938498241688152463502375433349280,6078069822,55764669.0,0.99082526679799631956251653602672285984805523018883,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2000,Q0_three_state,72,177,0.40677966101694915254237288135593220338983050847458,2933711810.0,6105355058.0,0.48051452898810262772435797623352571283004979331376,7.3734867971153475181985094877593509440219284839180,6.9354111942882988433576278646134920053365200799960,7.8470914378588221273580334678662599529344370238830,positive,positive,positive,71,168,0.42261904761904761904761904761904761904761904761905,5.7895481369055008676738928614478093782430745694710,6161528496,56173438.0,0.99088319756429476715999594396747232052402083056113,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2000,Q1_midpoint_binary,84,177,0.47457627118644067796610169491525423728813559322034,3240969824.0,6105355058.0,0.53084051512340398270740505719495536012117053193010,5.6264243936963304741303362279701122833034938709760,5.1424675835715234822198099714146434723298369642240,6.0541478271420467662202155746674114199277539081110,positive,positive,positive,83,168,0.49404761904761904761904761904761904761904761904762,3.6792896075784935088357438147336312502122912882480,6161528496,56173438.0,0.99088319756429476715999594396747232052402083056113,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2000,Q2_boundary_autocracy,72,177,0.40677966101694915254237288135593220338983050847458,2933711810.0,6105355058.0,0.48051452898810262772435797623352571283004979331376,7.3734867971153475181985094877593509440219284839180,6.9354111942882988433576278646134920053365200799960,7.8470914378588221273580334678662599529344370238830,positive,positive,positive,71,168,0.42261904761904761904761904761904761904761904761905,5.7895481369055008676738928614478093782430745694710,6161528496,56173438.0,0.99088319756429476715999594396747232052402083056113,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2000,Q3_boundary_democracy,92,177,0.51977401129943502824858757062146892655367231638418,3460781772.0,6105355058.0,0.56684365432035779236739682503162947087687623228153,4.7069643020922764118809254410160544323203915897350,4.1901841412550871167108323289073494152840634554220,5.1018643848256104007112379321601173628819803993090,positive,positive,positive,90,168,0.53571428571428571428571428571428571428571428571429,3.1129368606072078081682539317343756591161946567240,6161528496,56173438.0,0.99088319756429476715999594396747232052402083056113,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2001,Q0_three_state,71,177,0.40112994350282485875706214689265536723163841807910,2889152068.0,6187889698.0,0.46690426122718517792170250802036840056162229283486,6.5774317724360319164640361127713033329983874755760,6.1523781328158760078399610261894441937444144867540,7.0627438649746885567572524171105620922976196353530,positive,positive,positive,69,168,0.41071428571428571428571428571428571428571428571429,5.6189975512899463635988222306082686275908007120570,6244739668,56849970.0,0.99089634267841187451082708609078882101446794851401,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2001,Q1_midpoint_binary,86,177,0.48587570621468926553672316384180790960451977401130,3311121708.0,6187889698.0,0.53509707987687533598954594681593821777913663127484,4.9221373662186070452822782974130308174616857263540,4.4350033213204528289879633141273627558447833624130,5.3453690534792653779052547050484806543979885110120,positive,positive,positive,84,168,0.5,3.5097079876875335989545946815938217779136631274840,6244739668,56849970.0,0.99089634267841187451082708609078882101446794851401,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2001,Q2_boundary_autocracy,71,177,0.40112994350282485875706214689265536723163841807910,2889152068.0,6187889698.0,0.46690426122718517792170250802036840056162229283486,6.5774317724360319164640361127713033329983874755760,6.1523781328158760078399610261894441937444144867540,7.0627438649746885567572524171105620922976196353530,positive,positive,positive,69,168,0.41071428571428571428571428571428571428571428571429,5.6189975512899463635988222306082686275908007120570,6244739668,56849970.0,0.99089634267841187451082708609078882101446794851401,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2001,Q3_boundary_democracy,93,177,0.52542372881355932203389830508474576271186440677966,3499535847.0,6187889698.0,0.56554593210203663846885849903525542772207314158236,4.0122203288477316434960193950509665010208734802700,3.4973666923002229694185678191400633724272825002220,4.4077324244590355183358592100611812709804876488210,positive,positive,positive,89,168,0.52976190476190476190476190476190476190476190476190,3.5784027340131876564096594273350665817311236820460,6244739668,56849970.0,0.99089634267841187451082708609078882101446794851401,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2002,Q0_three_state,73,177,0.41242937853107344632768361581920903954802259887006,2937947661.0,6270571756.0,0.46852946993052478514688095054788493516762492814060,5.6100091399451338819197334728675895619602329270540,5.1908876685000991979897802727363871255859222090700,6.0854343263809439294478985183440761496441148618630,positive,positive,positive,71,169,0.42011834319526627218934911242603550295857988165680,4.8411126735258512957531838121849432209045046483800,6327171255,56599499.0,0.99105453342119155268541881754392310975941807347208,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2002,Q1_midpoint_binary,88,177,0.49717514124293785310734463276836158192090395480226,3213069568.0,6270571756.0,0.51240456102357374889435839828064316628162990118249,1.5229419780635895787013765512281584360725946380230,1.0645721905170503254822460178453242360314271841110,1.9591188483978950569403642634530132600896198369030,positive,positive,positive,86,169,0.50887573964497041420118343195266272189349112426036,0.35288213786033346931749663279804443881387769221300,6327171255,56599499.0,0.99105453342119155268541881754392310975941807347208,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2002,Q2_boundary_autocracy,73,177,0.41242937853107344632768361581920903954802259887006,2937947661.0,6270571756.0,0.46852946993052478514688095054788493516762492814060,5.6100091399451338819197334728675895619602329270540,5.1908876685000991979897802727363871255859222090700,6.0854343263809439294478985183440761496441148618630,positive,positive,positive,71,169,0.42011834319526627218934911242603550295857988165680,4.8411126735258512957531838121849432209045046483800,6327171255,56599499.0,0.99105453342119155268541881754392310975941807347208,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2002,Q3_boundary_democracy,98,177,0.55367231638418079096045197740112994350282485875706,3538484964.0,6270571756.0,0.56430021084029518280501756529137787287925263955787,1.0627894456114391844565587890247929376427780800810,0.55799657796279710010574712632242505895555283769400,1.4525432358436418315638653719301140830137454904860,positive,positive,positive,93,169,0.55029585798816568047337278106508875739644970414201,1.4004352852129502331644784226289115482802935415860,6327171255,56599499.0,0.99105453342119155268541881754392310975941807347208,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2003,Q0_three_state,77,177,0.43502824858757062146892655367231638418079096045198,2983981453.0,6352260147.0,0.46975114116024568412563157577494598160071229840959,3.4722892572675062656705022102629597419921337957610,3.0538515929533275523764089753323467976340847466690,3.9446161439040138827628624687321400290995765240470,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.5964158911724974066459978141809886926156085391840,6409352386,57092239.0,0.99109235449049313669613546506600206768534508222622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2003,Q1_midpoint_binary,95,177,0.53672316384180790960451977401129943502824858757062,3295183119.0,6352260147.0,0.51874184034421599074978816354827100250999843064204,-1.7981323497591918854731610463028432518250156928580,-2.2602091922327400641909584957481354007543105018300,-1.3694446412820537338045050023483421692888187244520,negative,negative,negative,90,169,0.53254437869822485207100591715976331360946745562130,-1.3802538354008861321217753611492311099469024979260,6409352386,57092239.0,0.99109235449049313669613546506600206768534508222622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2003,Q2_boundary_autocracy,77,177,0.43502824858757062146892655367231638418079096045198,2983981453.0,6352260147.0,0.46975114116024568412563157577494598160071229840959,3.4722892572675062656705022102629597419921337957610,3.0538515929533275523764089753323467976340847466690,3.9446161439040138827628624687321400290995765240470,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.5964158911724974066459978141809886926156085391840,6409352386,57092239.0,0.99109235449049313669613546506600206768534508222622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2003,Q3_boundary_democracy,101,177,0.57062146892655367231638418079096045197740112994350,3506322812.0,6352260147.0,0.55198035515846136520013023956526571392007569805847,-1.8641113768092307116253941225694738057325431885030,-2.3557959100055579065812827356251674209787214886090,-1.4650313590548715761948292422253741895132297112310,negative,negative,negative,96,169,0.56804733727810650887573964497041420118343195266272,-1.6066982119645143675609405405148487263356254604250,6409352386,57092239.0,0.99109235449049313669613546506600206768534508222622,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2004,Q0_three_state,77,177,0.43502824858757062146892655367231638418079096045198,3019657412.0,6434687522.0,0.46927801881223969091439588944813410630136267866466,3.4249770224669069445469335775817722120571718212680,3.0081497488535088460279382169733853226858275157160,3.8963807268746051665262670276863926052438078470630,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.5491036563718980855224291814998011626806465646910,6492354627,57667105.0,0.99111769021978903679501671189286992717442019668652,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2004,Q1_midpoint_binary,95,177,0.53672316384180790960451977401129943502824858757062,3254187224.0,6434687522.0,0.50572575791350136675681141179741035449770827270950,-3.0997405928306542847708362213889080530540314861120,-3.5489418773926237958427789824927910132185635647710,-2.6607108993715274753444501717797837306605832334230,negative,negative,negative,90,169,0.53254437869822485207100591715976331360946745562130,-2.6818620784723485314194505362352959111759182911800,6492354627,57667105.0,0.99111769021978903679501671189286992717442019668652,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2004,Q2_boundary_autocracy,77,177,0.43502824858757062146892655367231638418079096045198,3019657412.0,6434687522.0,0.46927801881223969091439588944813410630136267866466,3.4249770224669069445469335775817722120571718212680,3.0081497488535088460279382169733853226858275157160,3.8963807268746051665262670276863926052438078470630,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.5491036563718980855224291814998011626806465646910,6492354627,57667105.0,0.99111769021978903679501671189286992717442019668652,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2004,Q3_boundary_democracy,102,177,0.57627118644067796610169491525423728813559322033898,3555297904.0,6434687522.0,0.55252067669868118888897306115372232989062930288474,-2.3750509741996777212721854100514958244963917454240,-2.8658169552406252782668295792281024297635127850450,-1.9775859772195289577685007685150951472055324536970,negative,negative,negative,97,169,0.57396449704142011834319526627218934911242603550296,-2.1443820342738929454222205118467019221796732618220,6492354627,57667105.0,0.99111769021978903679501671189286992717442019668652,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2005,Q0_three_state,77,177,0.43502824858757062146892655367231638418079096045198,3067541244.0,6517172769.0,0.47068588676845617624595460528905920124763842976157,3.5657638180885554777028051616742817066847469309590,3.1488855360472768297908015846815880414901829309410,4.0345680979430682260721056414388369969225864301080,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.6898904519935466186783007655923106573082216743820,6575410029,58237260.0,0.99114317438104208603718695943242751044567596500833,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2005,Q1_midpoint_binary,94,177,0.53107344632768361581920903954802259887005649717514,3273253153.0,6517172769.0,0.50225048023427656962886938619994101924045524716701,-2.8822966093407046190339653348081579629601250008130,-3.3271311013879902301771753052683343730808663053490,-2.4414485394921988338958712485110854176484628061820,negative,negative,negative,89,169,0.52662721893491124260355029585798816568047337278107,-2.4376738700634672974680909658047146440018125614060,6575410029,58237260.0,0.99114317438104208603718695943242751044567596500833,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2005,Q2_boundary_autocracy,77,177,0.43502824858757062146892655367231638418079096045198,3067541244.0,6517172769.0,0.47068588676845617624595460528905920124763842976157,3.5657638180885554777028051616742817066847469309590,3.1488855360472768297908015846815880414901829309410,4.0345680979430682260721056414388369969225864301080,positive,positive,positive,75,169,0.44378698224852071005917159763313609467455621301775,2.6898904519935466186783007655923106573082216743820,6575410029,58237260.0,0.99114317438104208603718695943242751044567596500833,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2005,Q3_boundary_democracy,101,177,0.57062146892655367231638418079096045197740112994350,3585335385.0,6517172769.0,0.55013661783745171724785373723456678243540976165274,-2.0484851089101955068530443556393669541991368290760,-2.5357315179891556745370563626311387930417422062550,-1.6500489560933642782557523058738898376093387070880,negative,negative,negative,96,169,0.56804733727810650887573964497041420118343195266272,-1.7910719440654791627885907735847418748022191009980,6575410029,58237260.0,0.99114317438104208603718695943242751044567596500833,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2006,Q0_three_state,81,177,0.45762711864406779661016949152542372881355932203390,3205024141.0,6608707649.0,0.48496987780734556745105006535597774027059250234357,2.7342759163277770840880573830554011457033180309670,2.3641265653781772750993064456792798640223182253270,3.1273685065542470846629958677595152041894196354690,positive,positive,positive,80,171,0.46783625730994152046783625730994152046783625730994,1.7133620497404046983213808046036219802756245033630,6659536021,50828372.0,0.99236758058823930190436310577919764659832898589858,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2006,Q1_midpoint_binary,93,177,0.52542372881355932203389830508474576271186440677966,3303188571.0,6608707649.0,0.49982367906678754038496279077876334729056494839662,-2.5600049746771781648935514305982415421299458383040,-2.9414913697338780158402982195193364568900746999490,-2.1782494285578082062766087974391011167229732898080,negative,negative,negative,90,171,0.52631578947368421052631578947368421052631578947368,-2.6492110406896670141352998694920863235750841077060,6659536021,50828372.0,0.99236758058823930190436310577919764659832898589858,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2006,Q2_boundary_autocracy,81,177,0.45762711864406779661016949152542372881355932203390,3205024141.0,6608707649.0,0.48496987780734556745105006535597774027059250234357,2.7342759163277770840880573830554011457033180309670,2.3641265653781772750993064456792798640223182253270,3.1273685065542470846629958677595152041894196354690,positive,positive,positive,80,171,0.46783625730994152046783625730994152046783625730994,1.7133620497404046983213808046036219802756245033630,6659536021,50828372.0,0.99236758058823930190436310577919764659832898589858,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2006,Q3_boundary_democracy,99,177,0.55932203389830508474576271186440677966101694915254,3486131602.0,6608707649.0,0.52750579797965579518102238872391675378830182536344,-3.1816235918649289564740323140490025872715123789100,-3.5842381410965531694939143085334926060482155979450,-2.8209961999204833599302248864532572658811141878030,negative,negative,negative,96,171,0.56140350877192982456140350877192982456140350877193,-3.3897710792274029380381120048013070773101683408490,6659536021,50828372.0,0.99236758058823930190436310577919764659832898589858,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2007,Q0_three_state,82,178,0.46067415730337078651685393258426966292134831460674,3249158088.0,6692536518.0,0.48548978093151736165095065081570915381891981183210,2.4815623628146575134096718231439490897571497225360,2.1107313749527467285375204020445096839746190930650,2.8745599917989987072177634751952162655768764850380,positive,positive,positive,81,171,0.47368421052631578947368421052631578947368421052632,1.1805570405201572177266440289393364345235601305780,6744049498,51512980.0,0.99236171383153748021319756926849293418397742608027,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2007,Q1_midpoint_binary,91,178,0.51123595505617977528089887640449438202247191011236,3309926974.0,6692536518.0,0.49456987871455645899547708676395152095903737286115,-1.6666076341623316285421789640542861063434537251210,-2.0443742605546898861283962124990676042999574988050,-1.2805456437084379074481531393483610226977001068320,negative,negative,negative,89,171,0.52046783625730994152046783625730994152046783625731,-2.5897957542753482524990749493358420561430463396160,6744049498,51512980.0,0.99236171383153748021319756926849293418397742608027,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2007,Q2_boundary_autocracy,82,178,0.46067415730337078651685393258426966292134831460674,3249158088.0,6692536518.0,0.48548978093151736165095065081570915381891981183210,2.4815623628146575134096718231439490897571497225360,2.1107313749527467285375204020445096839746190930650,2.8745599917989987072177634751952162655768764850380,positive,positive,positive,81,171,0.47368421052631578947368421052631578947368421052632,1.1805570405201572177266440289393364345235601305780,6744049498,51512980.0,0.99236171383153748021319756926849293418397742608027,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2007,Q3_boundary_democracy,99,178,0.55617977528089887640449438202247191011235955056180,3499615335.0,6692536518.0,0.52291314744231329123694144331301801945580358804103,-3.3266627838585585167552938709453890656555962520770,-3.7260788100001409035401830916762335736990694097930,-2.9622501931538889248599400185255269920968120178200,negative,negative,negative,97,171,0.56725146198830409356725146198830409356725146198830,-4.4338314545990802330310018675286074111447873947270,6744049498,51512980.0,0.99236171383153748021319756926849293418397742608027,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2008,Q0_three_state,79,178,0.44382022471910112359550561797752808988764044943820,3208278053.0,6777868641.0,0.47334615392113203393078269602894182144714126217602,2.9525929202030910335277078051413731559500812737820,2.5907457203526396591950458302044311257108690762570,3.3551909299586769635261308460386953322345017341490,positive,positive,positive,78,171,0.45614035087719298245614035087719298245614035087719,1.7205803043939051474642345151748838991000911298830,6830080867,52212226.0,0.99235554790393962695668914984165735793476367342109,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2008,Q1_midpoint_binary,91,178,0.51123595505617977528089887640449438202247191011236,3357952914.0,6777868641.0,0.49542903409006919997049851353116537921998361726586,-1.5806920966110575310400362873329002802488292846500,-1.9594204484209570817432455780634439076938407397540,-1.1949752388149197774121605622291797011702080818620,negative,negative,negative,89,171,0.52046783625730994152046783625730994152046783625731,-2.5038802167240741549969322726144562300484218991450,6830080867,52212226.0,0.99235554790393962695668914984165735793476367342109,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2008,Q2_boundary_autocracy,79,178,0.44382022471910112359550561797752808988764044943820,3208278053.0,6777868641.0,0.47334615392113203393078269602894182144714126217602,2.9525929202030910335277078051413731559500812737820,2.5907457203526396591950458302044311257108690762570,3.3551909299586769635261308460386953322345017341490,positive,positive,positive,78,171,0.45614035087719298245614035087719298245614035087719,1.7205803043939051474642345151748838991000911298830,6830080867,52212226.0,0.99235554790393962695668914984165735793476367342109,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2008,Q3_boundary_democracy,100,178,0.56179775280898876404494382022471910112359550561798,3541884476.0,6777868641.0,0.52256611386281364788108173665031641323601744910240,-3.9231638946175116163862083574402687887578056515580,-4.3226370570623825517489047118589785363621502955850,-3.5581918474563452474178196960247143298385176376940,negative,negative,negative,98,171,0.57309941520467836257309941520467836257309941520468,-5.0533301341864714692017678554361949337081966102280,6830080867,52212226.0,0.99235554790393962695668914984165735793476367342109,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2009,Q0_three_state,80,178,0.44943820224719101123595505617977528089887640449438,3233879682.0,6863323893.0,0.47118272901243654012701568417732839174926579557827,2.1744526765245528891060627997553110850389391083890,1.8144365202561045083179609353162258435657153746460,2.5785056045007988951575952789920400573818653137500,positive,positive,positive,79,171,0.46198830409356725146198830409356725146198830409357,0.91944249188692886650273800837611402872774914847000,6916168196,52844303.0,0.99235930915755305613160365656324185786183850060896,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2009,Q1_midpoint_binary,91,178,0.51123595505617977528089887640449438202247191011236,3378250554.0,6863323893.0,0.49221785342893768630132169692723548694687837894816,-1.9018101627242088979577179477258895075593531164200,-2.2778986072425465208593630807774946774081371982650,-1.5138295229978521340197287371016804635919872591610,negative,negative,negative,89,171,0.52046783625730994152046783625730994152046783625731,-2.8249982828372255219146139330074454573589457309150,6916168196,52844303.0,0.99235930915755305613160365656324185786183850060896,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2009,Q2_boundary_autocracy,80,178,0.44943820224719101123595505617977528089887640449438,3233879682.0,6863323893.0,0.47118272901243654012701568417732839174926579557827,2.1744526765245528891060627997553110850389391083890,1.8144365202561045083179609353162258435657153746460,2.5785056045007988951575952789920400573818653137500,positive,positive,positive,79,171,0.46198830409356725146198830409356725146198830409357,0.91944249188692886650273800837611402872774914847000,6916168196,52844303.0,0.99235930915755305613160365656324185786183850060896,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
