entity_code,entity_name,region,income_group,registry_category,public_collective_noun,midpoint_year,pou_period_start,pou_period_end,obesity_value,obesity_low,obesity_high,pou_source_value,pou_censored,pou_lower,pou_upper,population,obesity_available,pou_available,population_available,comparable_primary,geometry_status,missing_reason,source_release_ids
HTI,Haiti,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,5.3970866,4.4330243,6.5587878,48.0,False,48.0,48.0,8455918,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
HUN,Hungary,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.679775,16.829398,20.633869,2.5,True,0.0,2.5,10187576,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IDN,Indonesia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.6697341,2.4062838,2.9527973,18.1,False,18.1,18.1,219097902,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IMN,Isle of Man,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,76476,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IND,India,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.8860161,1.7252401,2.0554259,18.1,False,18.1,18.1,1077898575,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRL,Ireland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.804376,18.317194,21.288672,2.5,True,0.0,2.5,3866243,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,15.369225,14.478575,16.259828,4.9,False,4.9,4.9,67452005,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,27.021852,24.149211,29.971218,20.1,False,20.1,20.1,25197840,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISL,Iceland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,14.901571,13.272347,16.535047,2.5,True,0.0,2.5,284968,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,19.017741,17.812274,20.256408,2.5,True,0.0,2.5,6439000,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ITA,Italy,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.863905,13.147768,14.632435,2.5,True,0.0,2.5,56976981,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JAM,Jamaica,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.824672,16.486557,19.203433,7.2,False,7.2,7.2,2624403,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,30.630556,28.864321,32.430068,9.0,False,9.0,9.0,5498894,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
JPN,Japan,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.6864225,2.5112165,2.8671788,,False,,,127149000,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,13.904193,12.260681,15.646683,6.5,False,6.5,6.5,15575550,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KEN,Kenya,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,4.4088438,3.70792,5.1973268,31.8,False,31.8,31.8,31619170,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,10.107259,9.0328053,11.175606,12.9,False,12.9,12.9,4945073,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KHM,Cambodia,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.081421,0.8477225,1.3702297,19.7,False,19.7,19.7,12658484,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KIR,Kiribati,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,39.040187,36.091009,42.018256,4.3,False,4.3,4.3,90335,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,29.663357,24.723321,34.915897,,False,,,45761,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KOR,"Korea, Rep.",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.4312109,2.2247618,2.6565718,2.5,True,0.0,2.5,47370164,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,36.168751,34.929851,37.400657,2.5,True,0.0,2.5,2008121,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LAO,Lao PDR,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.5618309,1.8978655,3.3583511,,False,,,5521482,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,20.655523,18.670514,22.68115,7.4,False,7.4,7.4,4401918,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBR,Liberia,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.9989907,3.2276273,4.8607469,34.9,False,34.9,34.9,3015338,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,24.59421,21.806826,27.560183,3.7,False,3.7,3.7,5403639,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,17.939186,15.38206,20.623326,,False,,,160237,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LIE,Liechtenstein,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,33194,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LKA,Sri Lanka,South Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.6285008,2.2177832,3.0860119,16.8,False,16.8,16.8,19600362,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.470207,10.134222,12.946643,,False,,,2000853,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LTU,Lithuania,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,20.239066,18.80738,21.683004,2.5,True,0.0,2.5,3470818,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LUX,Luxembourg,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,16.08673,13.642678,18.615788,2.5,True,0.0,2.5,441525,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
LVA,Latvia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.081403,16.08441,20.019904,5.2,False,5.2,5.2,2337170,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAC,"Macao SAR, China",East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,20.1,False,20.1,20.1,433900,False,True,True,False,off_map_no_exact_code,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAF,St. Martin (French part),Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,30803,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.796959,10.50245,13.20207,5.8,False,5.8,5.8,28814643,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MCO,Monaco,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,32447,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDA,Moldova,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,21.182123,18.620725,24.046981,24.3,False,24.3,24.3,2918135,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDG,Madagascar,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,1.2238204,0.91037527,1.6453175,33.4,False,33.4,33.4,17032939,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MDV,Maldives,South Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,6.6756718,5.5790782,7.9202913,,False,,,286767,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MEX,Mexico,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,22.22026,21.335292,23.122366,2.8,False,2.8,2.8,100099099,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,37.658277,34.602165,40.833133,,False,,,51123,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MKD,North Macedonia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,18.050836,14.128956,22.928761,6.7,False,6.7,6.7,2034882,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MLI,Mali,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.8493853,3.1470027,4.6855558,14.2,False,14.2,14.2,11912158,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,26.640481,23.152837,30.384043,2.5,True,0.0,2.5,393028,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MMR,Myanmar,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.3212934,2.6617033,4.0743541,38.6,False,38.6,38.6,45771139,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNE,Montenegro,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.736768,8.3360821,15.700811,9.4,False,9.4,9.4,607389,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNG,Mongolia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.044063,9.9187523,12.245157,30.1,False,30.1,30.1,2417751,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MNP,Northern Mariana Islands,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,,False,,,67984,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MOZ,Mozambique,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,3.2595951,2.7313484,3.8440712,36.4,False,36.4,36.4,18537729,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.970707,10.250692,13.917041,9.8,False,9.8,9.8,2678760,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,12.878279,11.742206,14.076917,5.9,False,5.9,5.9,1196287,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MWI,Malawi,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.3363886,1.9594697,2.772964,23.2,False,23.2,23.2,11593058,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
MYS,Malaysia,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,9.7812891,9.0617366,10.538588,2.5,True,0.0,2.5,23526538,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NAM,Namibia,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,10.212216,8.9749686,11.568389,15.7,False,15.7,15.7,1857048,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NCL,New Caledonia,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,,,,8.1,False,8.1,8.1,227707,False,True,True,False,exact_code_match,obesity_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NER,Niger,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,2.1006934,1.7058598,2.5589474,23.1,False,23.1,23.1,11920647,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,5.2229702,4.6551991,5.8445994,8.7,False,8.7,8.7,129862595,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,20.294736,17.346677,23.498352,25.8,False,25.8,25.8,5087825,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
NLD,Netherlands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2001,2000,2002,11.644564,10.736787,12.561515,2.5,True,0.0,2.5,16046180,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
